id;Texto;Etiqueta
800;"""Gran profesor!!! Clases interesantes. 3 trabajos, sin examen final""";"Entusiasmo del profesor sobre el curso; Estimulación del interés de los estudiantes"
801;Muy amable y servicial. Ella es muy entusiasta con los microorganismos y las enfermedades infecciosas. Me permitió una extensión en mi trabajo de investigación.;"Entusiasmo del profesor sobre el curso; Relación cercana; Sensibilidad del profesor al nivel y progreso de la clase"
802;"Este tipo es la bomba, te equivocas si piensas lo contrario, solo háblale, es un buen tipo, te ayudará en los exámenes mucho mejor que Gray, ese desgraciado.";Relación cercana
803;"""Gran profesora, puedes escribir sobre prácticamente cualquier tema que quieras en los trabajos. Ella es muy abierta de mente.""";"Estimulación del interés de los estudiantes; Relación cercana"
804;"Chris es un profesor increíble, uno de los mejores sin duda. Te daría la camisa que lleva puesta y sabría cómo hacerlo de la mejor manera posible.";Relación cercana
805;"""Clase realmente difícil. Las preguntas de la revista/revisión son largas y se enfocan más en inglés que en historia. Hacer la tarea todos los días, te pone por delante rápidamente.""";Andamiaje inadecuado o insuficiente
806;"""Mejor profesor de todos. Muy dispuesto a ayudar y trabaja contigo después de clase si lo necesitas.""";Relación cercana
807;El señor Carter es el hombre. Hace que la clase sea muy interesante y fácil de entender. "SI NO TOMAS SU CLASE ESTÁS LOCO" A++++++ fácil;"Claridad y comprensibilidad de las explicaciones; Entusiasmo del profesor sobre el curso; Estimulación del interés de los estudiantes"
808;"""ella es genial, sabe cómo incorporar temas de la vida cotidiana en las discusiones. está realmente metida en el tema y te hace sentir lo mismo :)""";"Entusiasmo del profesor sobre el curso; Estimulación del interés de los estudiantes; Fomento de preguntas y discusiones; Relacionar el contenido con la vida e intereses de los estudiantes"
809;"El señor O'Connell realmente sabe de qué se trata, espera mucho pero vale la pena, además parece tener como 45 años pero aparenta 25, está súper guapo!!!";Entusiasmo del profesor sobre el curso
810;"""El mejor profe en York... solo léete sus notas y definitivamente te irá bien...""";Claridad de los materiales de clase
811;"""Clases brillantes. Va rápido pero mantiene el interés""";"Entusiasmo del profesor sobre el curso; Estimulación del interés de los estudiantes"
812;"""Profesor increíble, muy organizado""";Estructura del curso
813;"""Disfruté mucho su clase. Es un buen tipo. Era divertido e interesante escucharlo. Algunos de los puntos que planteaba realmente hacen reflexionar.""";"Entusiasmo del profesor sobre el curso; Estimulación del interés de los estudiantes; Proveer desafíos intelectuales; Relación cercana"
814;"""Buen profesor. A veces se apuró un poco, lo que fue difícil para nosotros que no somos de computación, pero en general fue una buena clase. MUCHO mejor que Cuantitativa 1 !!!""";"Andamiaje inadecuado o insuficiente; Estimulación del interés de los estudiantes; Relación cercana"
815;Soy más inteligente que ella. Tiene un vocabulario muy limitado. Es sarcástica de una manera muy molesta. Debería hacernos un favor a los estudiantes y renunciar.;Trato irrespetuoso
816;"""Libros aburridos, clase aburrida, no hay suficiente participación de los estudiantes. Ella habla la mayoría del tiempo en clase. Exámenes difíciles y espera un poco demasiado. Evitar.""";"Actividades instruccionales monótonas; Problemas de validez; Retroalimentación inoportuna"
817;"""Brillante, tiene sentido del humor, sacas exactamente lo que ponés. Trabaja duro y será una de las mejores clases que vas a cursar.""";"Entusiasmo del profesor sobre el curso; Estimulación del interés de los estudiantes; Proveer desafíos intelectuales"
818;Más enfocado en si los estudiantes pueden publicar comentarios correctamente en una clase basada en web que en enseñar estadística.;Desorganización
819;"""No parece importarle los estudiantes""";Ausencia de acompañamiento
820;"""Él es realmente simpático y tiene un sentido del humor seco. Usa la repetición y se preocupa por que entiendas el material. Y creo que es lindo""";"Claridad y comprensibilidad de las explicaciones; Entusiasmo del profesor sobre el curso; Relación cercana"
821;"Si lees los esquemas de las clases, estarás bien en el curso, hay como 5 libros, todos bastante chicos, pero es muy útil leerlos.";Claridad de los materiales de clase
822;"Chris es un profesor excelente. Trabaja duro en su clase, porque tiende a no tolerar a los flojos.";Proveer desafíos intelectuales
823;"""Es hilarante, pero un calificador exigente. Si vas a sus horas de oficina, estaría encantado de ayudar. En general, es una excelente persona con quien hablar.""";"Entusiasmo del profesor sobre el curso; Proveer desafíos intelectuales; Relación cercana"
824;"""El Dr. Hovell me ayudó a alcanzar mis metas y ha sido un excelente asesor. Entiende la psicología como ningún otro profesor en la universidad. A+++""";"Entusiasmo del profesor sobre el curso; Estimulación del interés de los estudiantes; Relación cercana"
825;"""No tiene sentido casi nunca, ni siquiera da chance de respirar para hacer preguntas. Desafortunadamente no hay forma de evitarlo...""";"Actividades instruccionales monótonas; Andamiaje inadecuado o insuficiente"
826;Definitivamente un buen profesor.;Relación cercana
827;"""Es un tipo GENIAL... ¡TOMEN ESTA CLASE! Muy informativa y siempre es muy claro en todo. Los exámenes no son difíciles si tomas notas. = )""";"Calidad y equidad en los exámenes; Claridad y comprensibilidad de las explicaciones; Entusiasmo del profesor sobre el curso; Estimulación del interés de los estudiantes; Relación cercana"
828;"""Clase excelente y muy útil con el material presentado. Muy entusiasta con la escritura de cartas de mujeres.""";"Claridad de los materiales de clase; Entusiasmo del profesor sobre el curso; Estimulación del interés de los estudiantes"
829;"""El mejor profesor que he tenido en años... Sigue así por favor.""";Relación cercana
830;"Me retiré de la clase después de tres sesiones, él esperaba que todos fuéramos estudiantes de inglés, estoy dispuesto a trabajar para sacar mi ""A"" pero ¡hombre, el tiempo!";"Andamiaje inadecuado o insuficiente; Objetivos desbalanceados"
831;La profesora más cercana que he tenido.;Relación cercana
832;"""El profesor nos enseñó bien, era muy fluido y amable.""";"Claridad y comprensibilidad de las explicaciones; Relación cercana"
833;"""clase genial, es obligatorio tomar con este profesor, realmente bueno explicando el tema, si asistes a clase no tendrás problema alguno para escribir los trabajos""";"Claridad y comprensibilidad de las explicaciones; Estimulación del interés de los estudiantes; Estructura del curso"
834;"Aburrido. No estimuló realmente mi pensamiento. Leyó el material directamente de las diapositivas. Buen tipo, pero me aburrió. La clase es relativamente fácil.";"Actividades instruccionales monótonas; Falta de desafíos intelectuales"
835;"""Muy buen profe, excelentes notas, pero los exámenes no son tan fáciles. Muy ayudador en cualquier momento""";"Claridad y comprensibilidad de las explicaciones; Relación cercana"
836;"""En realidad es muy grosero y poco profesional. Le gusta menospreciar a los estudiantes y humillarlos frente a la clase.""";Trato irrespetuoso
837;"""Él es muy fácil, a veces ni siquiera es necesario asistir a la clase, ya que las preguntas de los exámenes salen del final de cada capítulo.""";Falta de desafíos intelectuales
838;"""CLASE TERRIBLE y aburrida. Ella es medio geniosa y no mola...""";Actividades instruccionales monótonas
840;"""Clase genial. Profesor genial.""";Estimulación del interés de los estudiantes
841;"Ella es muy popular, y nunca he entendido por qué. Encontré su clase aburrida y su estilo molesto. También es bastante arrogante.";"Actividades instruccionales monótonas; Trato irrespetuoso"
842;"""Es muy estricto y los exámenes son extremadamente difíciles, y no le gustan los estudiantes que llegan tarde. No tomen su curso...""";Problemas de validez
843;"""EXCELENTE PROFESOR ! También muy divertido ~""";Entusiasmo del profesor sobre el curso
844;"""un profesor tan aburrido, literalmente lee de las notas que nos da en clase todo el tiempo escondido en una esquina de la sala. Ojalá lo boten""";Actividades instruccionales monótonas
845;Su clase estuvo bien. Te recomiendo estudiar mucho fuera de clase porque su voz es un poco monótona y te hace dormir en clase.;Actividades instruccionales monótonas
846;"""¡Clase genial! Aprendí MUCHÍSIMO. Los exámenes son MUY completos, tanto de las clases como del libro. Una clase desafiante, pero vale la pena.""";"Claridad y comprensibilidad de las explicaciones; Estimulación del interés de los estudiantes; Estructura del curso; Proveer desafíos intelectuales"
847;"""El profesor es muy ayudante, conoce bien el material y nos da 4 exámenes en casa y dos proyectos. ¡Es un profesor increíble, vale la pena el tiempo y el dinero!""";"Aprendizaje basado en proyectos; Claridad de los materiales de clase; Entusiasmo del profesor sobre el curso; Estimulación del interés de los estudiantes; Relación cercana"
848;"""Su pasión, sus amplios conocimientos y comprensión de los niños definitivamente se reflejan en cada clase""";Entusiasmo del profesor sobre el curso
849;Esta clase es mucho más difícil de lo que debería ser. El manual es muy difícil de entender y no recibes ayuda alguna del personal.;"Andamiaje inadecuado o insuficiente; Ausencia de acompañamiento"
850;"""Es muy inteligente y tiene un gran estilo de enseñanza. Enseña sobre cosas interesantes que te gustaría aprender. ¡Es increíble!""";"Entusiasmo del profesor sobre el curso; Estimulación del interés de los estudiantes"
851;"Ella es muy servicial y una persona muy agradable; sin embargo, sus exámenes son difíciles en extremo y esta clase definitivamente no es un aprobo fácil.";"Problemas de validez; Relación cercana"
852;"""Hombre horrible, lo odio mucho!!!!!!!!!!! No se lo recomiendo, no le importan los estudiantes""";Ausencia de acompañamiento
853;"""Calificaciones muy injustas""";Problemas de validez
855;"""Betty es auténtica. Me gustan los berets que usa. Pone atención y muestra interés. Es una profesora de la vieja escuela que te deja usar notas en los exámenes.""";Relación cercana
856;"La peor profesora que he tenido... ¡Ni siquiera puede dar clase! No sabe explicar nada... Mi consejo, eligen a otro profesor !!!";Andamiaje inadecuado o insuficiente
857;"Mucho trabajo, pero muy útil.";Estructura del curso
858;"Powers es un profesor increíble. La clase es muy difícil, pero él la hace más fácil. Definitivamente lo tomaría de nuevo si necesito más química.";"Entusiasmo del profesor sobre el curso; Relación cercana"
859;"Es un buen profesor. Sus tareas no son fáciles, pero son muy útiles para tu futuro. Si necesitas tomar eng300, te lo recomiendo.";"Proveer desafíos intelectuales; Relación cercana"
